# sourceID,cuEventID,frameSetID,ra,dec,cx,cy,cz,htmID,l,b,lambda,eta,priOrSec,mergedClassStat,mergedClass,pStar,pGalaxy,pNoise,pSaturated,h2HallMag,h2HallMagErr,h2PetroMag,h2PetroMagErr,h2PsfMag,h2PsfMagErr,h2SerMag2D,h2SerMag2DErr,h2AperMag3,h2AperMag3Err,h2AperMag4,h2AperMag4Err,h2AperMag6,h2AperMag6Err,h2Gausig,h2Ell,h2PA,h2ErrBits,h2Deblend,h2Class,h2ClassStat,h2ppErrBits,h2SeqNum,h2Xi,h2Eta,distance
#
# Results of Query: Database U09B8v20120403 12/01/15 19:26
# SELECT  u09b8Source.*,
# 2*DEGREES(ASIN(sqrt(power(0.22206278975386445-cx,
# 2)+power(-0.9743835349298852-cy,2)+power(-0.035564649081248456-cz,
# 2))/2))*60 as distance  FROM u09b8Source WHERE dec > 
# -2.054800766666667 and dec < -2.0214674333333336 and RA >= 
# 282.8218026096076 and RA <= 282.85515739039243 and ((cx * 
# 0.22206278975386445 + cy * -0.9743835349298852 + cz * 
# -0.035564649081248456 ) >= 0.9999999576920253)  and (pStar > 0.99) 
# and (priOrSec=0 OR priOrSec=frameSetID)
# Column Headers at start of file AND below
#
# sourceID,cuEventID,frameSetID,ra,dec,cx,cy,cz,htmID,l,b,lambda,eta,priOrSec,mergedClassStat,mergedClass,pStar,pGalaxy,pNoise,pSaturated,h2HallMag,h2HallMagErr,h2PetroMag,h2PetroMagErr,h2PsfMag,h2PsfMagErr,h2SerMag2D,h2SerMag2DErr,h2AperMag3,h2AperMag3Err,h2AperMag4,h2AperMag4Err,h2AperMag6,h2AperMag6Err,h2Gausig,h2Ell,h2PA,h2ErrBits,h2Deblend,h2Class,h2ClassStat,h2ppErrBits,h2SeqNum,h2Xi,h2Eta,distance
      43864583577757,      33321,      43864500996256,    +282.8384619,      -2.0236156,      +0.2220645,      -0.9743924,      -0.0353114,      12137327669059,     +31.1211937,      -0.9038865,     +81.9061182,    +162.0248139,                   0,     -1.720794,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +18.736214,     +0.545123,    +18.736214,     +0.545123, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +18.075134,     +0.261090,    +18.574158,     +0.530034,    +17.205970,     +0.286915,     +1.030978,     +0.206444,    +51.483350,          0,          0,    -1,     -1.216785,          0,      22815, +0.000000E000, +0.000000E000,      +0.8711129
      43864583577722,      33321,      43864500996256,    +282.8388501,      -2.0509752,      +0.2220673,      -0.9743743,      -0.0357886,      12137546437265,     +31.0970147,      -0.9167014,     +81.8989020,    +162.2121924,                   0,     -3.010990,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +17.386662,     +0.288074,    +17.536476,     +0.330660, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +16.650276,     +0.071147,    +18.056816,     +0.331226,    +14.707057,     +0.029086,     +1.104595,     +0.013056,    +37.562634,          0,          0,    -1,     -2.129092,         16,      22780, +0.000000E000, +0.000000E000,      +0.7707881
      43864583577606,      33321,      43864500996256,    +282.8402813,      -2.0430736,      +0.2220927,      -0.9743736,      -0.0356508,      12137327525743,     +31.1047008,      -0.9143732,     +81.8995017,    +162.1553665,                   0,     -3.626755,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +19.338880,     +0.991742,    +19.645035,     +1.314661, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +16.927097,     +0.091391, -9.999995E008, -9.999995E008,    +15.818048,     +0.080324,     +0.707107,     +0.090850,    +90.030090,          0,          0,    -1,     -2.564503,         16,      22664, +0.000000E000, +0.000000E000,      +0.3154381
      43864583577599,      33321,      43864500996256,    +282.8392695,      -2.0257054,      +0.2220779,      -0.9743880,      -0.0353479,      12137327697232,     +31.1197013,      -0.9055574,     +81.9048169,    +162.0377650,                   0,     -2.976356,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +16.289490,     +0.075186,    +16.437592,     +0.116594, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +15.856028,     +0.034401,    +15.976850,     +0.048923,    +16.427765,     +0.140408,     +2.558332,     +0.152210,   +118.187164,          0,          0,    -1,     -2.104601,          0,      22657, +0.000000E000, +0.000000E000,      +0.7472238
      43864583577490,      33321,      43864500996256,    +282.8398162,      -2.0472129,      +0.2220843,      -0.9743728,      -0.0357230,      12137546422538,     +31.1008041,      -0.9158461,     +81.8989131,    +162.1846289,                   0,     -1.011620,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +15.187996,     +0.026363,    +15.162709,     +0.038582, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +15.042409,     +0.016646,    +15.084136,     +0.021831,    +15.119847,     +0.042422,     +2.865906,     +0.223197,   +131.483030,          0,          0,    -1,     -0.715323,          0,      22548, +0.000000E000, +0.000000E000,      +0.5505890
      43864583577245,      33321,      43864500996256,    +282.8409826,      -2.0242069,      +0.2221073,      -0.9743822,      -0.0353217,      12137327696471,     +31.1218156,      -0.9063983,     +81.9035311,    +162.0244368,                   0,     -5.514115,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +18.227856,     +0.553908,    +18.227856,     +0.444799, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.832853,     +0.208838,    +19.125769,     +0.879986, -9.999995E008, -9.999995E008,     +1.601211,     +0.166449,    +99.351105,          0,          0,    -1,     -3.899068,          0,      22303, +0.000000E000, +0.000000E000,      +0.8489989
      43864583576672,      33321,      43864500996256,    +282.8473757,      -2.0507946,      +0.2222123,      -0.9743414,      -0.0357855,      12137546403858,     +31.1010591,      -0.9242029,     +81.8907010,    +162.1957571,                   0,     -0.528331,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +12.426868,     +0.002552,    +12.970751,     +0.005466, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +12.640615,     +0.002288,    +12.639842,     +0.002646,    +12.753731,     +0.004965,     +2.894048,     +0.175507,   +129.804810,          0,          0,    -1,     -0.373587,         16,      21730, +0.000000E000, +0.000000E000,      +0.9282004
      43864583576658,      33321,      43864500996256,    +282.8437064,      -2.0523190,      +0.2221497,      -0.9743547,      -0.0358121,      12137546435777,     +31.0980306,      -0.9216336,     +81.8938668,    +162.2127563,                   0,     -3.210405,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +19.284782,     +1.112079,    +19.284782,     +1.112079, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.608364,     +0.171005,    +18.075106,     +0.336724, -9.999995E008, -9.999995E008,     +1.788324,     +0.586073,    +57.946198,          0,          0,    -1,     -2.270099,          0,      21716, +0.000000E000, +0.000000E000,      +0.9069557
      43864583576322,      33321,      43864500996256,    +282.8470599,      -2.0290555,      +0.2222099,      -0.9743558,      -0.0354063,      12137327599682,     +31.1202677,      -0.9140141,     +81.8964428,    +162.0470504,                   0,     +0.405184,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +17.675348,     +0.835333,    +14.844682,     +0.027885, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +14.492205,     +0.010222, -9.999995E008, -9.999995E008,    +11.500794,     +0.001706,     +1.325742,     +0.177596,   +135.390610,          0,          0,    -1,     +0.286508,         16,      21380, +0.000000E000, +0.000000E000,      +0.7492607
      43864583577989,      33321,      43864500996256,    +282.8374649,      -2.0476482,      +0.2220442,      -0.9743817,      -0.0357306,      12137327518425,     +31.0993455,      -0.9139528,     +81.9010783,    +162.1918082,                   0,     +3.386177,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +14.459570,     +0.017742,    +14.494251,     +0.025545, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +14.535028,     +0.010662,    +14.477198,     +0.012676,    +14.405321,     +0.022091,     +4.364720,     +0.096429,   +113.437675,          0,          0,    -1,     +2.394388,          0,      23047, +0.000000E000, +0.000000E000,      +0.5740800
      43864583578211,      33321,      43864500996256,    +282.8361093,      -2.0482178,      +0.2220211,      -0.9743866,      -0.0357405,      12137327550819,     +31.0982209,      -0.9130066,     +81.9022464,    +162.1981385,                   0,     -5.428429,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +18.234589,     +0.429690,    +18.234589,     +0.481359, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.696337,     +0.185015,    +19.541690,     +1.296019, -9.999995E008, -9.999995E008,     +1.610565,     +0.355170,   +126.191540,          0,          0,    -1,     -3.838479,          0,      23269, +0.000000E000, +0.000000E000,      +0.6214947
      43864583579246,      33321,      43864500996256,    +282.8348952,      -2.0404515,      +0.2220015,      -0.9743960,      -0.0356051,      12137327534662,     +31.1045815,      -0.9083870,     +81.9053697,    +162.1469202,                   0,     +0.733171,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +16.711197,     +0.312884,    +15.991613,     +0.119910, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +15.907369,     +0.036081,    +15.658875,     +0.036659,    +13.476618,     +0.009483,     +1.873116,     +0.086633,     +7.869262,          0,          0,    -1,     +0.518430,         16,      24304, +0.000000E000, +0.000000E000,      +0.2560015
      43864583578495,      33321,      43864500996256,    +282.8348808,      -2.0468331,      +0.2220004,      -0.9743922,      -0.0357164,      12137327551962,     +31.0988940,      -0.9112827,     +81.9037827,    +162.1908133,                   0,     -3.664852,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +17.137955,     +0.179406,    +17.339010,     +0.258158, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +16.554493,     +0.065061,    +16.712948,     +0.096185,    +17.658825,     +0.436951,     +2.300227,     +0.213354,   +133.436420,          0,          0,    -1,     -2.591442,          0,      23553, +0.000000E000, +0.000000E000,      +0.5647967
      43864583578846,      33321,      43864500996256,    +282.8346927,      -2.0317746,      +0.2219993,      -0.9744021,      -0.0354537,      12137327718279,     +31.1122135,      -0.9042522,     +81.9077350,    +162.0876061,                   0,     -2.873890,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +14.653014,     +0.024418,    +15.168922,     +0.036659, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +14.860447,     +0.014123,    +15.342946,     +0.027494,    +12.827339,     +0.005307,     +1.815719,     +0.351565,   +111.179270,          0,          0,    -1,     -2.032147,         16,      23904, +0.000000E000, +0.000000E000,      +0.4440360
      43864583578559,      33321,      43864500996256,    +282.8343791,      -2.0383321,      +0.2219930,      -0.9743993,      -0.0355681,      12137327710928,     +31.1062330,      -0.9069620,     +81.9063998,    +162.1332648,                   0,     -5.566312,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +19.122486,     +0.842035,    +19.122486,     +0.842035, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +18.577400,     +0.415248,    +20.482164,     +3.077543, -9.999995E008, -9.999995E008,     +1.070806,     +0.133503,   +168.656330,          0,          0,    -1,     -3.935977,          0,      23617, +0.000000E000, +0.000000E000,      +0.2461877
      43864583578593,      33321,      43864500996256,    +282.8342867,      -2.0433658,      +0.2219908,      -0.9743966,      -0.0356559,      12137327545516,     +31.1017100,      -0.9091740,     +81.9052278,    +162.1680386,                   0,     -5.145158,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +18.636490,     +0.571967,    +21.196907,     +7.132896, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.764866,     +0.196896,    +18.233784,     +0.388599, -9.999995E008, -9.999995E008,     +1.347418,     +0.067371,   +163.224200,          0,          0,    -1,     -3.638176,          0,      23651, +0.000000E000, +0.000000E000,      +0.4021854
      43864583578746,      33321,      43864500996256,    +282.8338048,      -2.0330919,      +0.2219840,      -0.9744047,      -0.0354767,      12137327716916,     +31.1106363,      -0.9040628,     +81.9082654,    +162.0982417,                   0,     -0.479569,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +17.729174,     +0.388603,    +17.290373,     +0.301908, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +16.851007,     +0.085149,    +16.901527,     +0.114146,    +21.123045,    +10.595968,     +2.488451,     +0.375461,    +99.582680,          0,          0,    -1,     -0.339107,          0,      23804, +0.000000E000, +0.000000E000,      +0.4124464
      43864583578924,      33321,      43864500996256,    +282.8328266,      -2.0296081,      +0.2219678,      -0.9744106,      -0.0354159,      12137327648551,     +31.1132920,      -0.9016049,     +81.9100813,    +162.0760045,                   0,     -5.391448,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +18.955925,     +0.685118,    +21.427788,     +8.406459, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.990683,     +0.242102,    +18.844225,     +0.681017, -9.999995E008, -9.999995E008,     +1.377643,     +0.237403,   +124.313080,          0,          0,    -1,     -3.812329,          0,      23982, +0.000000E000, +0.000000E000,      +0.6136834
      43864583579015,      33321,      43864500996256,    +282.8323941,      -2.0499553,      +0.2219577,      -0.9743999,      -0.0357708,      12137327552619,     +31.0949817,      -0.9104938,     +81.9054028,    +162.2167100,                   0,     -1.748639,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +16.423650,     +0.085971,    +16.251308,     +0.097433, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +16.241755,     +0.048976,    +16.288742,     +0.065276,    +16.139133,     +0.108045,     +2.388676,     +0.068940,   +125.485550,          0,          0,    -1,     -1.236474,          0,      24073, +0.000000E000, +0.000000E000,      +0.7976431
      43864583576259,      33321,      43864500996256,    +282.8468044,      -2.0313496,      +0.2222053,      -0.9743554,      -0.0354463,      12137327729108,     +31.1181092,      -0.9148324,     +81.8961190,    +162.0632625,                   0,     -2.461689,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +15.393937,     +0.072023,    +15.950191,     +0.075313, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +15.657354,     +0.028750,    +15.967852,     +0.048522,    +14.099043,     +0.016633,     +1.499383,     +0.168021,   +144.519130,          0,          0,    -1,     -1.740677,         16,      21317, +0.000000E000, +0.000000E000,      +0.6440956
      43864583576673,      33321,      43864500996256,    +282.8465039,      -2.0503965,      +0.2221975,      -0.9743450,      -0.0357785,      12137546433421,     +31.1010164,      -0.9232459,     +81.8916443,    +162.1945774,                   0,     -1.244462,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +13.358398,     +0.006235,    +13.902280,     +0.013282, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +13.582556,     +0.004743,    +13.564098,     +0.005674,    +14.212534,     +0.018424,     +2.768094,     +0.194144,   +141.378900,          0,          0,    -1,     -0.879968,         16,      21731, +0.000000E000, +0.000000E000,      +0.8790920
      43864583576327,      33321,      43864500996256,    +282.8461105,      -2.0479445,      +0.2221912,      -0.9743480,      -0.0357358,      12137546428274,     +31.1030200,      -0.9217785,     +81.8926407,    +162.1784496,                   0,     +0.518473,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +14.540943,     +0.019680,    +14.733047,     +0.025196, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +14.828565,     +0.013711,    +14.845549,     +0.017522,    +14.938658,     +0.035752,     +2.227394,     +0.198302,   +141.335560,          0,          0,    -1,     +0.366616,         16,      21385, +0.000000E000, +0.000000E000,      +0.7455339
      43864583576425,      33321,      43864500996256,    +282.8450462,      -2.0337125,      +0.2221751,      -0.9743608,      -0.0354875,      12137327737306,     +31.1152047,      -0.9143453,     +81.8972317,    +162.0826038,                   0,     -4.157742,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +17.331703,     +0.191989,    +17.465310,     +0.272200, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +16.914400,     +0.090131,    +17.139840,     +0.141897,    +17.172863,     +0.278564,     +2.054196,     +0.110230,   +135.143750,          0,          0,    -1,     -2.939968,          0,      21483, +0.000000E000, +0.000000E000,      +0.4747620
      43864583576475,      33321,      43864500996256,    +282.8450228,      -2.0280271,      +0.2221754,      -0.9743643,      -0.0353884,      12137327743383,     +31.1202553,      -0.9117333,     +81.8986705,    +162.0435765,                   0,     -3.154974,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +16.800303,     +0.143852,    +17.073402,     +0.218087, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +16.364244,     +0.054575,    +16.417652,     +0.073214,    +16.999847,     +0.237686,     +3.341681,     +0.435780,    +56.769833,          0,          0,    -1,     -2.230904,          0,      21533, +0.000000E000, +0.000000E000,      +0.7222621
      43864583576678,      33321,      43864500996256,    +282.8449876,      -2.0511331,      +0.2221717,      -0.9743504,      -0.0357914,      12137546436313,     +31.0996700,      -0.9222329,     +81.8929258,    +162.2023329,                   0,     -1.199660,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +13.053119,     +0.005258,    +13.597002,     +0.009929, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +13.252298,     +0.003642,    +13.236778,     +0.004305,    +13.684760,     +0.011421,     +2.565288,     +0.138544,   +131.079680,          0,          0,    -1,     -0.848288,         16,      21736, +0.000000E000, +0.000000E000,      +0.8721039
      43864583580270,      33321,      43864500996256,    +282.8267006,      -2.0308951,      +0.2218635,      -0.9744335,      -0.0354384,      12137327650162,     +31.1093557,      -0.8967422,     +81.9156887,    +162.0957208,                   0,     +2.511766,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +14.741595,     +0.046390,    +14.947205,     +0.029185, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +14.764562,     +0.013008,    +14.697561,     +0.015402,    +15.123596,     +0.042512,     +1.232554,     +0.267112,   +143.703810,          0,          0,    -1,     +1.776087,         16,      25328, +0.000000E000, +0.000000E000,      +0.8291759
      43864583580248,      33321,      43864500996256,    +282.8264914,      -2.0493968,      +0.2218573,      -0.9744231,      -0.0357611,      12137327530209,     +31.0927900,      -0.9049885,     +81.9112524,    +162.2234194,                   0,     -1.470253,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +15.174075,     +0.026978,    +15.498262,     +0.055639, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +15.009466,     +0.016165,    +15.021509,     +0.020628,    +15.463414,     +0.058116,     +2.951890,     +0.217960,   +107.807620,          0,          0,    -1,     -1.039626,          0,      25306, +0.000000E000, +0.000000E000,      +0.9866170
      43864583580297,      33321,      43864500996256,    +282.8259317,      -2.0423725,      +0.2218488,      -0.9744296,      -0.0356386,      12137327527670,     +31.0987882,      -0.9012892,     +81.9135597,    +162.1760935,                   0,     -1.233228,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +17.278536,     +0.195280,    +17.331245,     +0.260479, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.124754,     +0.109713,    +17.197842,     +0.150271,    +17.336521,     +0.325173,     +1.851562,     +0.053526,   +111.167530,          0,          0,    -1,     -0.872024,          0,      25355, +0.000000E000, +0.000000E000,      +0.7942353
      43864583576184,      33321,      43864500996256,    +282.8483769,      -2.0476820,      +0.2222298,      -0.9743394,      -0.0357312,      12137546601180,     +31.1042860,      -0.9236749,     +81.8905141,    +162.1726179,                   0,     -1.960346,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +18.804651,     +1.071896,    +19.127798,     +1.312436, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +16.621025,     +0.068849,    +17.648207,     +0.226075,    +16.774803,     +0.192881,     +1.371460,     +0.182324,   +164.475750,          0,          0,    -1,     -1.386174,         16,      21242, +0.000000E000, +0.000000E000,      +0.8248347
      43864583576041,      33321,      43864500996256,    +282.8470583,      -2.0249087,      +0.2222105,      -0.9743583,      -0.0353340,      12137327582478,     +31.1239585,      -0.9121228,     +81.8974752,    +162.0185572,                   0,     -2.321367,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +14.620044,     +0.030407,    +14.498145,     +0.019039, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +14.622778,     +0.011414,    +14.661059,     +0.014807,    +14.931753,     +0.035418,     +1.852678,     +0.181969,   +126.533325,          0,          0,    -1,     -1.641454,         16,      21099, +0.000000E000, +0.000000E000,      +0.9456509
      43864583575741,      33321,      43864500996256,    +282.8489817,      -2.0268138,      +0.2222429,      -0.9743496,      -0.0353672,      12137327608788,     +31.1231388,      -0.9147019,     +81.8951400,    +162.0282601,                   0,     +2.068001,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +17.264020,     +0.273693,    +17.347273,     +0.295487, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +15.859306,     +0.034464, -9.999995E008, -9.999995E008,    +13.350540,     +0.008447,     +0.732818,     +0.229870,   +149.298770,          0,          0,    -1,     +1.462298,         16,      20799, +0.000000E000, +0.000000E000,      +0.9262122
      43864583575673,      33321,      43864500996256,    +282.8486440,      -2.0485756,      +0.2222342,      -0.9743378,      -0.0357468,      12137546601423,     +31.1036123,      -0.9243198,     +81.8900314,    +162.1782742,                   0,     -4.470800,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +17.232529,     +0.190335,    +17.232529,     +0.224613, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +16.846266,     +0.084576,    +17.380226,     +0.176720, -9.999995E008, -9.999995E008,     +2.044472,     +0.162106,   +141.348530,          0,          0,    -1,     -3.161333,          0,      20731, +0.000000E000, +0.000000E000,      +0.8740261
      43864583575050,      33321,      43864500996256,    +282.8518293,      -2.0387634,      +0.2222897,      -0.9743314,      -0.0355756,      12137546531977,     +31.1137983,      -0.9226811,     +81.8894067,    +162.1052890,                   0,     -3.851087,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +17.354864,     +0.224812,    +17.438600,     +0.281268, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +16.692688,     +0.073541,    +16.922304,     +0.116124,    +17.243073,     +0.296930,     +2.271615,     +0.245064,   +130.187990,          0,          0,    -1,     -2.723130,          0,      20108, +0.000000E000, +0.000000E000,      +0.8013390
      43864583579701,      33321,      43864500996256,    +282.8288293,      -2.0480697,      +0.2218973,      -0.9744149,      -0.0357379,      12137327549927,     +31.0950365,      -0.9064633,     +81.9093252,    +162.2101137,                   0,     -1.629442,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +17.986008,     +0.525150,    +17.986008,     +0.525150, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.312807,     +0.130259,    +17.322224,     +0.168349, -9.999995E008, -9.999995E008,     +2.029349,     +0.406195,   +124.895905,          0,          0,    -1,     -1.152189,          0,      24759, +0.000000E000, +0.000000E000,      +0.8308069
      43864583579844,      33321,      43864500996256,    +282.8284266,      -2.0402093,      +0.2218915,      -0.9744212,      -0.0356008,      12137327528713,     +31.1018504,      -0.9025226,     +81.9116886,    +162.1567635,                   0,     +2.417132,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +16.013676,     +0.125647,    +15.583718,     +0.052354, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +15.674749,     +0.029289,    +15.651866,     +0.036486,    +15.525266,     +0.061450,     +1.663489,     +0.184509,   +123.585630,          0,          0,    -1,     +1.709170,         16,      24902, +0.000000E000, +0.000000E000,      +0.6155468
      43864583577786,      33321,      43864500996256,    +282.8383032,      -2.0454707,      +0.2220588,      -0.9743798,      -0.0356926,      12137327520433,     +31.1016658,      -0.9137062,     +81.9008141,    +162.1753545,                   0,     -0.450788,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +17.703741,     +0.346470,    +17.883596,     +0.423779, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.333862,     +0.132733,    +17.343185,     +0.171540,    +19.730267,     +2.943492,     +1.834997,     +0.229641,   +119.383400,          0,          0,    -1,     -0.318756,          0,      22844, +0.000000E000, +0.000000E000,      +0.4403242
      43864583577841,      33321,      43864500996256,    +282.8379646,      -2.0427704,      +0.2220534,      -0.9743827,      -0.0356455,      12137327515547,     +31.1039153,      -0.9121743,     +81.9018190,    +162.1574025,                   0,     -3.879728,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +18.800003,     +0.785516,    +18.800003,     +0.785516, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.693432,     +0.184603,    +18.362750,     +0.438043, -9.999995E008, -9.999995E008,     +1.344486,     +0.129706,   +172.942340,          0,          0,    -1,     -2.743382,          0,      22899, +0.000000E000, +0.000000E000,      +0.2798921
      43864583578177,      33321,      43864500996256,    +282.8378565,      -2.0406099,      +0.2220518,      -0.9743845,      -0.0356078,      12137327517321,     +31.1057894,      -0.9110934,     +81.9024649,    +162.1427460,                   0,     +1.783944,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +23.078184,    +61.399982,    +16.339394,     +0.106240, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +16.601437,     +0.067913,    +16.564669,     +0.083969,    +16.187187,     +0.112834,     +1.295562,     +0.159230,   +136.255480,          0,          0,    -1,     +1.261439,         16,      23235, +0.000000E000, +0.000000E000,      +0.1531800
      43864583577979,      33321,      43864500996256,    +282.8373183,      -2.0354741,      +0.2220434,      -0.9743896,      -0.0355183,      12137327742356,     +31.1101162,      -0.9082740,     +81.9042704,    +162.1083957,                   0,     -1.826476,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +18.204542,     +0.386586,    +18.204542,     +0.386586, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.930424,     +0.229045,    +17.953663,     +0.300092,    +18.303259,     +0.789452,     +1.248162,     +0.183612,    +77.090420,          0,          0,    -1,     -1.291514,          0,      23037, +0.000000E000, +0.000000E000,      +0.1741396
      43864583578231,      33321,      43864500996256,    +282.8367673,      -2.0433014,      +0.2220330,      -0.9743870,      -0.0356548,      12137327514767,     +31.1028973,      -0.9113512,     +81.9028442,    +162.1631808,                   0,     +1.014207,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +12.338286,     +0.003349,    +12.503228,     +0.003785, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +12.701258,     +0.002396,    +12.685218,     +0.002748,    +12.879145,     +0.005558,     +2.569046,     +0.205605,   +120.116800,          0,          0,    -1,     +0.717152,         16,      23289, +0.000000E000, +0.000000E000,      +0.3266004
      43864583578099,      33321,      43864500996256,    +282.8367318,      -2.0450990,      +0.2220321,      -0.9743861,      -0.0356861,      12137327519773,     +31.1012808,      -0.9121389,     +81.9024276,    +162.1755983,                   0,     -4.630430,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +17.982525,     +0.233170,    +18.170725,     +0.458868, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.639378,     +0.175359,    +18.537952,     +0.513766, -9.999995E008, -9.999995E008,     +1.895408,     +0.625903,   +126.829150,          0,          0,    -1,     -3.274208,          0,      23157, +0.000000E000, +0.000000E000,      +0.4308415
